Kanton;Datum und Vorlage;Stimmberechtigte;Abgegebene Stimmen;Beteiligung in %;Gültige Stimmzettel;Ja;Nein;Ja in %
Schweiz;15.11.1970 Änderung Finanzordnung;1665753;682095;40.9;661082;366117;294965;55.4
Schweiz;27.09.1970 Wohnungs- und Familienschutz;1648062;722070;43.8;704458;344640;359818;48.9
Schweiz;27.09.1970 Förderung von Turnen und Sport;1648062;721383;43.8;702644;524361;178283;74.6
Schweiz;07.06.1970 Gegen die Überfremdung;1641777;1226658;74.7;1212361;557517;654844;46.0
Schweiz;01.02.1970 Inländische Zuckerwirtschaft;1634975;715486;43.8;700676;380023;320653;54.2
Schweiz;14.09.1969 Bodenrecht;1626593;535830;32.9;511818;286282;225536;55.9
Schweiz;01.06.1969 Eidg. technische Hochschulen;1623226;550592;33.9;521313;179765;341548;34.5
Schweiz;19.05.1968 Tabakbesteuerung;1606731;593258;36.9;574610;277229;297381;48.2
Schweiz;18.02.1968 Steueramnestie;1603763;670402;41.8;648155;400900;247255;61.9
Schweiz;02.07.1967 Gegen die Bodenspekulation;1591621;604472;38.0;590294;192991;397303;32.7
Schweiz;16.10.1966 Bekämpfung des Alkoholismus;1580573;759370;48.0;745509;174242;571267;23.4
Schweiz;16.10.1966 Auslandschweizerartikel;1580573;756585;47.9;721703;491220;230483;68.1
Schweiz;16.05.1965 Milchbeschluss;1556375;583161;37.5;559843;347059;212784;62.0
Schweiz;28.02.1965 Massnahmen Bauwirtschaft;1558090;930253;59.7;914186;507739;406447;55.5
Schweiz;28.02.1965 Massnahmen Kreditwesen;1558090;929696;59.7;912344;526599;385745;57.7
Schweiz;06.12.1964 Preiskontrollmassnahmen;1547405;606600;39.2;580888;461630;119258;79.5
Schweiz;24.05.1964 Berufsbildungsgesetz;1539434;570037;37.0;546649;375052;171597;68.6
Schweiz;02.02.1964 Steueramnestie;1535746;679971;44.3;658100;276236;381864;42.0
Schweiz;08.12.1963 Stipendien und Ausbildungsbeihilfen;1532921;639940;41.7;611631;479987;131644;78.5
Schweiz;08.12.1963 Weiterführung Finanzordnung;1532921;640868;41.8;611756;474786;136970;77.6
Schweiz;26.05.1963 Volksrecht und Atomwaffen;1523595;743469;48.8;725299;274061;451238;37.8
Schweiz;04.11.1962 Wahl des Nationalrates;1515920;550467;36.3;519790;331059;188731;63.7
Schweiz;27.05.1962 Taggelder des Nationalrates;1509718;585515;38.8;557966;176737;381229;31.7
Schweiz;27.05.1962 Natur- und Heimatschutz;1509718;585357;38.8;559415;442559;116856;79.1
Schweiz;01.04.1962 Verbot der Atomwaffen;1510038;839590;55.6;824033;286895;537138;34.8
Schweiz;03.12.1961 Uhrenstatut;1505074;690624;45.9;664862;443483;221379;66.7
Schweiz;22.10.1961 Einführung Gesetzesinitiative;1502509;602517;40.1;580287;170842;409445;29.4
Schweiz;05.03.1961 Treibstoffzoll für Nationalstrassenbau;1496380;946591;63.3;932847;434245;498602;46.6
Schweiz;05.03.1961 Leitungsanlagen für Treibstoffe;1496380;939939;62.8;902644;644797;257847;71.4
Schweiz;04.12.1960 Massnahmen Milchwirtschaft;1493734;743794;49.8;710124;400104;310020;56.3
Schweiz;29.05.1960 Preiskontrollmassnahmen;1488779;580472;39.0;557424;432219;125205;77.5
Schweiz;24.05.1959 Zivilschutzartikel;1479566;634144;42.9;611332;380631;230701;62.3
Schweiz;01.02.1959 Frauenstimmrecht;1480555;987843;66.7;978666;323727;654939;33.1
Schweiz;07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl;1477043;685433;46.4;666643;501170;165473;75.2
Schweiz;07.12.1958 Kursaalspiele;1477043;682936;46.2;655525;392620;262905;59.9
Schweiz;26.10.1958 44-Stunden-Woche;1476963;913333;61.8;902608;315790;586818;35.0
Schweiz;06.07.1958 Strassennetzverbesserung;1472828;624593;42.4;606634;515396;91238;85.0
Schweiz;06.07.1958 Filmwesen;1472828;623563;42.3;592239;362806;229433;61.3
Schweiz;11.05.1958 Neuordnung Finanzhaushalt;1471221;782942;53.2;768170;419265;348905;54.6
Schweiz;26.01.1958 Missbrauch wirtschaftlicher Macht;1469853;761393;51.8;742619;192297;550322;25.9
Schweiz;24.11.1957 Brotgetreideversorgung;1469328;668363;45.5;641063;401768;239295;62.7
Schweiz;24.11.1957 Atomenergie und Strahlenschutz;1469328;667842;45.5;635896;491745;144151;77.3
Schweiz;03.03.1957 Rundspruch und Fernsehen;1464540;775463;52.9;747846;319766;428080;42.8
Schweiz;03.03.1957 Zivilschutzartikel;1464540;777715;53.1;750661;361028;389633;48.1
Schweiz;30.09.1956 Ausgabenbeschlüsse;1459824;639896;43.8;607777;276660;331117;45.5
Schweiz;30.09.1956 Revision der Brotgetreideordnung;1459824;641604;44.0;619135;239890;379245;38.7
Schweiz;13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden;1454269;765543;52.6;744837;316276;428561;42.5
Schweiz;13.05.1956 Wasserrechtskonzessionen;1454269;757492;52.1;721053;266222;454831;36.9
Schweiz;04.03.1956 Beschränkte Preiskontrolle;1454506;718548;49.4;699531;542425;157106;77.5
Schweiz;13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf);1447187;803692;55.5;781502;317934;449087;41.5
Schweiz;13.03.1955 Mieter- und Konsumentenschutzinitiative;1447187;803692;55.5;781502;392588;381130;50.7
Schweiz;05.12.1954 Schutz der Stromlandschaft Rheinau;1442668;748439;51.9;733444;229114;504330;31.2
Schweiz;24.10.1954 Finanzordnung 1955 bis 1958;1441310;674142;46.8;653715;457527;196188;70.0
Schweiz;20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer;1437972;584638;40.7;552394;243311;309083;44.0
Schweiz;20.06.1954 Fähigkeitsausweise;1437972;588832;40.9;567942;187729;380213;33.1
Schweiz;06.12.1953 Schutz der Gewässer;1433363;847808;59.1;825799;671565;154234;81.3
Schweiz;06.12.1953 Neuordnung Finanzhaushalt;1433363;864082;60.3;842381;354149;488232;42.0
Schweiz;19.04.1953 Postverkehrsgesetz;1426714;751168;52.7;734090;267659;466431;36.5
Schweiz;23.11.1952 Brotgetreideversorgung;1423658;803276;56.4;771590;583546;188044;75.6
Schweiz;23.11.1952 Preiskontrolle;1423658;803276;56.4;779298;489461;289837;62.8
Schweiz;05.10.1952 Luftschutzräume;1422239;748552;52.6;714598;110681;603917;15.5
Schweiz;05.10.1952 Tabaksteuer und AHV;1422239;748552;52.6;724892;492885;232007;68.0
Schweiz;06.07.1952 Deckung der Rüstungsausgaben;1419573;627396;44.2;609717;256195;353522;42.0
